week_start,trading_day,date,partial_model
2015-04-07,3.0,2015-04-09,Downside
2015-04-07,4.0,2015-04-07,Outside
2015-04-07,5.0,2015-04-07,Upside
2015-04-14,1.0,2015-04-14,N/A
2015-04-14,2.0,2015-04-15,Outside
2015-04-14,3.0,2015-04-16,Upside
2015-04-14,4.0,2015-04-14,Upside
2015-04-14,5.0,2015-04-14,Undefined
2015-04-21,1.0,2015-04-21,N/A
2015-04-21,2.0,2015-04-22,Outside
2015-04-21,3.0,2015-04-23,Upside
2015-04-21,4.0,2015-04-21,Downside
2015-04-21,5.0,2015-04-21,Downside
2015-04-28,1.0,2015-04-28,N/A
2015-04-28,2.0,2015-04-29,Upside
2015-04-28,3.0,2015-04-30,Outside
2015-04-28,4.0,2015-04-28,Upside
2015-04-28,5.0,2015-04-28,Outside
2015-05-05,1.0,2015-05-05,N/A
2015-05-05,2.0,2015-05-06,Outside
2015-05-05,3.0,2015-05-07,Downside
2015-05-05,4.0,2015-05-05,Outside
2015-05-05,5.0,2015-05-05,Downside
2015-05-12,1.0,2015-05-12,N/A
2015-05-12,2.0,2015-05-13,Outside
2015-05-12,3.0,2015-05-14,Downside
2015-05-12,4.0,2015-05-12,Outside
2015-05-12,5.0,2015-05-12,Outside
2015-05-19,1.0,2015-05-19,N/A
2015-05-19,2.0,2015-05-20,Outside
2015-05-19,3.0,2015-05-21,Upside
2015-05-19,4.0,2015-05-19,Outside
2015-05-19,5.0,2015-05-19,Upside
2015-05-26,1.0,2015-05-26,N/A
2015-05-26,2.0,2015-05-27,Downside
2015-05-26,3.0,2015-05-28,Outside
2015-05-26,4.0,2015-05-26,Outside
2015-05-26,5.0,2015-05-26,Upside
2015-06-02,1.0,2015-06-02,N/A
2015-06-02,2.0,2015-06-03,Outside
2015-06-02,3.0,2015-06-04,Downside
2015-06-02,4.0,2015-06-02,Downside
2015-06-02,5.0,2015-06-02,Downside
2015-06-09,1.0,2015-06-09,N/A
2015-06-09,2.0,2015-06-10,Downside
2015-06-09,3.0,2015-06-11,Downside
2015-06-09,4.0,2015-06-09,Upside
2015-06-09,5.0,2015-06-09,Outside
2015-06-16,1.0,2015-06-16,N/A
2015-06-16,2.0,2015-06-17,Downside
2015-06-16,3.0,2015-06-18,Downside
2015-06-16,4.0,2015-06-16,Outside
2015-06-16,5.0,2015-06-16,Outside
2015-06-23,1.0,2015-06-23,N/A
2015-06-23,2.0,2015-06-24,Downside
2015-06-23,3.0,2015-06-25,Downside
2015-06-23,4.0,2015-06-23,Outside
2015-06-23,5.0,2015-06-23,Outside
2015-06-30,1.0,2015-06-30,N/A
2015-06-30,2.0,2015-07-01,Downside
2015-06-30,3.0,2015-07-02,Outside
2015-06-30,4.0,2015-06-30,Downside
2015-06-30,5.0,2015-06-30,Downside
2015-07-07,1.0,2015-07-07,N/A
2015-07-07,2.0,2015-07-08,Outside
2015-07-07,3.0,2015-07-09,Upside
2015-07-07,4.0,2015-07-07,Downside
2015-07-07,5.0,2015-07-07,Undefined
2015-07-14,1.0,2015-07-14,N/A
2015-07-14,2.0,2015-07-15,Downside
2015-07-14,3.0,2015-07-16,Downside
2015-07-14,4.0,2015-07-14,Downside
2015-07-14,5.0,2015-07-14,Undefined
2015-07-21,1.0,2015-07-21,N/A
2015-07-21,2.0,2015-07-22,Outside
2015-07-21,3.0,2015-07-23,Outside
2015-07-21,4.0,2015-07-21,Downside
2015-07-21,5.0,2015-07-21,Downside
2015-07-28,1.0,2015-07-28,N/A
2015-07-28,2.0,2015-07-29,Upside
2015-07-28,3.0,2015-07-30,Downside
2015-07-28,4.0,2015-07-28,Outside
2015-07-28,5.0,2015-07-28,Undefined
2015-08-04,1.0,2015-08-04,N/A
2015-08-04,2.0,2015-08-05,Outside
2015-08-04,3.0,2015-08-06,Outside
2015-08-04,4.0,2015-08-04,Downside
2015-08-04,5.0,2015-08-04,Undefined
2015-08-11,1.0,2015-08-11,N/A
2015-08-11,2.0,2015-08-12,Downside
2015-08-11,3.0,2015-08-13,Downside
2015-08-11,4.0,2015-08-11,Downside
2015-08-11,5.0,2015-08-11,Undefined
2015-08-18,1.0,2015-08-18,N/A
2015-08-18,2.0,2015-08-19,Downside
2015-08-18,3.0,2015-08-20,Upside
2015-08-18,4.0,2015-08-18,Undefined
2015-08-18,5.0,2015-08-18,Downside
2015-08-25,1.0,2015-08-25,N/A
2015-08-25,2.0,2015-08-26,Outside
2015-08-25,3.0,2015-08-27,Upside
2015-08-25,4.0,2015-08-25,Upside
2015-08-25,5.0,2015-08-25,Outside
2015-09-01,1.0,2015-09-01,N/A
2015-09-01,2.0,2015-09-02,Outside
2015-09-01,3.0,2015-09-03,Upside
2015-09-01,4.0,2015-09-01,Downside
2015-09-01,5.0,2015-09-01,Undefined
2015-09-08,1.0,2015-09-08,N/A
2015-09-08,2.0,2015-09-09,Downside
2015-09-08,3.0,2015-09-10,Upside
2015-09-08,4.0,2015-09-08,Downside
2015-09-08,5.0,2015-09-08,Undefined
2015-09-15,1.0,2015-09-15,N/A
2015-09-15,2.0,2015-09-16,Upside
2015-09-15,3.0,2015-09-17,Outside
2015-09-15,4.0,2015-09-15,Upside
2015-09-15,5.0,2015-09-15,Outside
2015-09-22,1.0,2015-09-22,N/A
2015-09-22,2.0,2015-09-23,Outside
2015-09-22,3.0,2015-09-24,Upside
2015-09-22,4.0,2015-09-22,Outside
2015-09-22,5.0,2015-09-22,Outside
2015-09-29,1.0,2015-09-29,N/A
2015-09-29,2.0,2015-09-30,Outside
2015-09-29,3.0,2015-10-01,Downside
2015-09-29,4.0,2015-09-29,Outside
2015-09-29,5.0,2015-09-29,Outside
2015-10-06,1.0,2015-10-06,N/A
2015-10-06,2.0,2015-10-07,Downside
2015-10-06,3.0,2015-10-08,Upside
2015-10-06,4.0,2015-10-06,Upside
2015-10-06,5.0,2015-10-06,Outside
2015-10-13,1.0,2015-10-13,N/A
2015-10-13,2.0,2015-10-14,Downside
2015-10-13,3.0,2015-10-15,Outside
2015-10-13,4.0,2015-10-13,Outside
2015-10-13,5.0,2015-10-13,Undefined
2015-10-20,1.0,2015-10-20,N/A
2015-10-20,2.0,2015-10-21,Outside
2015-10-20,3.0,2015-10-22,Outside
2015-10-20,4.0,2015-10-20,Downside
2015-10-20,5.0,2015-10-20,Outside
2015-10-27,1.0,2015-10-27,N/A
2015-10-27,2.0,2015-10-28,Upside
2015-10-27,3.0,2015-10-29,Upside
2015-10-27,4.0,2015-10-27,Upside
2015-10-27,5.0,2015-10-27,Upside
2015-11-03,1.0,2015-11-03,N/A
2015-11-03,2.0,2015-11-04,Downside
2015-11-03,3.0,2015-11-05,Downside
2015-11-03,4.0,2015-11-03,Outside
2015-11-03,5.0,2015-11-03,Downside
2015-11-10,1.0,2015-11-10,N/A
2015-11-10,2.0,2015-11-11,Downside
2015-11-10,3.0,2015-11-12,Outside
2015-11-10,4.0,2015-11-10,Downside
2015-11-10,5.0,2015-11-10,Undefined
2015-11-17,1.0,2015-11-17,N/A
2015-11-17,2.0,2015-11-18,Downside
2015-11-17,3.0,2015-11-19,Inside
2015-11-17,4.0,2015-11-17,Downside
2015-11-17,5.0,2015-11-17,Undefined
2015-11-24,1.0,2015-11-24,N/A
2015-11-24,2.0,2015-11-25,Outside
2015-11-24,3.0,2015-11-26,Downside
2015-11-24,4.0,2015-11-24,Downside
2015-11-24,5.0,2015-11-24,Downside
2015-12-01,1.0,2015-12-01,N/A
2015-12-01,2.0,2015-12-02,Downside
2015-12-01,3.0,2015-12-03,Outside
2015-12-01,4.0,2015-12-01,Downside
2015-12-01,5.0,2015-12-01,Undefined
2015-12-08,1.0,2015-12-08,N/A
2015-12-08,2.0,2015-12-09,Outside
2015-12-08,3.0,2015-12-10,Downside
2015-12-08,4.0,2015-12-08,Downside
2015-12-08,5.0,2015-12-08,Undefined
2015-12-15,1.0,2015-12-15,N/A
2015-12-15,2.0,2015-12-16,Downside
2015-12-15,3.0,2015-12-17,Downside
2015-12-15,4.0,2015-12-15,Downside
2015-12-15,5.0,2015-12-15,Undefined
2015-12-22,1.0,2015-12-22,N/A
2015-12-22,2.0,2015-12-23,Upside
2015-12-22,3.0,2015-12-24,Inside
2015-12-22,4.0,2015-12-22,Upside
2015-12-22,5.0,2015-12-22,Upside
2015-12-29,1.0,2015-12-29,N/A
2015-12-29,2.0,2015-12-30,Downside
2015-12-29,3.0,2015-12-31,Upside
2015-12-29,4.0,2015-12-29,Outside
2015-12-29,5.0,2015-12-29,Outside
2016-01-05,1.0,2016-01-05,N/A
2016-01-05,2.0,2016-01-06,Downside
2016-01-05,3.0,2016-01-07,Upside
2016-01-05,4.0,2016-01-05,Downside
2016-01-05,5.0,2016-01-05,Outside
2016-01-12,1.0,2016-01-12,N/A
2016-01-12,2.0,2016-01-13,Outside
2016-01-12,3.0,2016-01-14,Outside
2016-01-12,4.0,2016-01-12,Downside
2016-01-12,5.0,2016-01-12,Downside
2016-01-19,1.0,2016-01-19,N/A
2016-01-19,2.0,2016-01-20,Downside
2016-01-19,3.0,2016-01-21,Upside
2016-01-19,4.0,2016-01-19,Outside
2016-01-19,5.0,2016-01-19,Outside
2016-01-26,1.0,2016-01-26,N/A
2016-01-26,2.0,2016-01-27,Upside
2016-01-26,3.0,2016-01-28,Inside
2016-01-26,4.0,2016-01-26,Upside
2016-01-26,5.0,2016-01-26,Outside
2016-02-02,1.0,2016-02-02,N/A
2016-02-02,2.0,2016-02-03,Outside
2016-02-02,3.0,2016-02-04,Outside
2016-02-02,4.0,2016-02-02,Outside
2016-02-02,5.0,2016-02-02,Outside
2016-02-09,1.0,2016-02-09,N/A
2016-02-09,2.0,2016-02-10,Outside
2016-02-09,3.0,2016-02-11,Outside
2016-02-09,4.0,2016-02-09,Outside
2016-02-09,5.0,2016-02-09,Undefined
2016-02-16,1.0,2016-02-16,N/A
2016-02-16,2.0,2016-02-17,Upside
2016-02-16,3.0,2016-02-18,Downside
2016-02-16,4.0,2016-02-16,Outside
2016-02-16,5.0,2016-02-16,Undefined
2016-02-23,1.0,2016-02-23,N/A
2016-02-23,2.0,2016-02-24,Outside
2016-02-23,3.0,2016-02-25,Outside
2016-02-23,4.0,2016-02-23,Outside
2016-02-23,5.0,2016-02-23,Outside
2016-03-01,1.0,2016-03-01,N/A
2016-03-01,2.0,2016-03-02,Upside
2016-03-01,3.0,2016-03-03,Upside
2016-03-01,4.0,2016-03-01,Undefined
2016-03-01,5.0,2016-03-01,Upside
2016-03-08,1.0,2016-03-08,N/A
2016-03-08,2.0,2016-03-09,Upside
2016-03-08,3.0,2016-03-10,Outside
2016-03-08,4.0,2016-03-08,Outside
2016-03-08,5.0,2016-03-08,Outside
2016-03-15,1.0,2016-03-15,N/A
2016-03-15,2.0,2016-03-16,Upside
2016-03-15,3.0,2016-03-17,Upside
2016-03-15,4.0,2016-03-15,Upside
2016-03-15,5.0,2016-03-15,Undefined
2016-03-22,1.0,2016-03-22,N/A
2016-03-22,2.0,2016-03-23,Downside
2016-03-22,3.0,2016-03-24,Outside
2016-03-22,4.0,2016-03-22,Downside
2016-03-22,5.0,2016-03-22,Outside
2016-03-29,1.0,2016-03-29,N/A
2016-03-29,2.0,2016-03-30,Outside
2016-03-29,3.0,2016-03-31,Outside
2016-03-29,4.0,2016-03-29,Outside
2016-03-29,5.0,2016-03-29,Outside
2016-04-05,1.0,2016-04-05,N/A
2016-04-05,2.0,2016-04-06,Upside
2016-04-05,3.0,2016-04-07,Outside
2016-04-05,4.0,2016-04-05,Upside
2016-04-05,5.0,2016-04-05,Outside
2016-04-12,1.0,2016-04-12,N/A
2016-04-12,2.0,2016-04-13,Outside
2016-04-12,3.0,2016-04-14,Downside
2016-04-12,4.0,2016-04-12,Outside
2016-04-12,5.0,2016-04-12,Outside
2016-04-19,1.0,2016-04-19,N/A
2016-04-19,2.0,2016-04-20,Upside
2016-04-19,3.0,2016-04-21,Downside
2016-04-19,4.0,2016-04-19,Upside
2016-04-19,5.0,2016-04-19,Outside
2016-04-26,1.0,2016-04-26,N/A
2016-04-26,2.0,2016-04-27,Outside
2016-04-26,3.0,2016-04-28,Upside
2016-04-26,4.0,2016-04-26,Upside
2016-04-26,5.0,2016-04-26,Outside
2016-05-03,1.0,2016-05-03,N/A
2016-05-03,2.0,2016-05-04,Outside
2016-05-03,3.0,2016-05-05,Downside
2016-05-03,4.0,2016-05-03,Outside
2016-05-03,5.0,2016-05-03,Outside
2016-05-10,1.0,2016-05-10,N/A
2016-05-10,2.0,2016-05-11,Upside
2016-05-10,3.0,2016-05-12,Downside
2016-05-10,4.0,2016-05-10,Upside
2016-05-10,5.0,2016-05-10,Undefined
2016-05-17,1.0,2016-05-17,N/A
2016-05-17,2.0,2016-05-18,Outside
2016-05-17,3.0,2016-05-19,Outside
2016-05-17,4.0,2016-05-17,Downside
2016-05-17,5.0,2016-05-17,Outside
2016-05-24,1.0,2016-05-24,N/A
2016-05-24,2.0,2016-05-25,Outside
2016-05-24,3.0,2016-05-26,Downside
2016-05-24,4.0,2016-05-24,Upside
2016-05-24,5.0,2016-05-24,Undefined
2016-05-31,1.0,2016-05-31,N/A
2016-05-31,2.0,2016-06-01,Outside
2016-05-31,3.0,2016-06-02,Upside
2016-05-31,4.0,2016-05-31,Outside
2016-05-31,5.0,2016-05-31,Outside
2016-06-07,1.0,2016-06-07,N/A
2016-06-07,2.0,2016-06-08,Upside
2016-06-07,3.0,2016-06-09,Downside
2016-06-07,4.0,2016-06-07,Outside
2016-06-07,5.0,2016-06-07,Undefined
2016-06-14,1.0,2016-06-14,N/A
2016-06-14,2.0,2016-06-15,Outside
2016-06-14,3.0,2016-06-16,Downside
2016-06-14,4.0,2016-06-14,Outside
2016-06-14,5.0,2016-06-14,Undefined
2016-06-21,1.0,2016-06-21,N/A
2016-06-21,2.0,2016-06-22,Downside
2016-06-21,3.0,2016-06-23,Outside
2016-06-21,4.0,2016-06-21,Outside
2016-06-21,5.0,2016-06-21,Outside
2016-06-28,1.0,2016-06-28,N/A
2016-06-28,2.0,2016-06-29,Outside
2016-06-28,3.0,2016-06-30,Downside
2016-06-28,4.0,2016-06-28,Upside
2016-06-28,5.0,2016-06-28,Outside
2016-07-05,1.0,2016-07-05,N/A
2016-07-05,2.0,2016-07-06,Upside
2016-07-05,3.0,2016-07-07,Outside
2016-07-05,4.0,2016-07-05,Outside
2016-07-05,5.0,2016-07-05,Outside
2016-07-12,1.0,2016-07-12,N/A
2016-07-12,2.0,2016-07-13,Outside
2016-07-12,3.0,2016-07-14,Upside
2016-07-12,4.0,2016-07-12,Upside
2016-07-12,5.0,2016-07-12,Downside
2016-07-19,1.0,2016-07-19,N/A
2016-07-19,2.0,2016-07-20,Upside
2016-07-19,3.0,2016-07-21,Downside
2016-07-19,4.0,2016-07-19,Downside
2016-07-19,5.0,2016-07-19,Undefined
2016-07-26,1.0,2016-07-26,N/A
2016-07-26,2.0,2016-07-27,Outside
2016-07-26,3.0,2016-07-28,Downside
2016-07-26,4.0,2016-07-26,Outside
2016-07-26,5.0,2016-07-26,Outside
2016-08-02,1.0,2016-08-02,N/A
2016-08-02,2.0,2016-08-03,Outside
2016-08-02,3.0,2016-08-04,Upside
2016-08-02,4.0,2016-08-02,Outside
2016-08-02,5.0,2016-08-02,Outside
2016-08-09,1.0,2016-08-09,N/A
2016-08-09,2.0,2016-08-10,Outside
2016-08-09,3.0,2016-08-11,Upside
2016-08-09,4.0,2016-08-09,Outside
2016-08-09,5.0,2016-08-09,Outside
2016-08-16,1.0,2016-08-16,N/A
2016-08-16,2.0,2016-08-17,Outside
2016-08-16,3.0,2016-08-18,Upside
2016-08-16,4.0,2016-08-16,Upside
2016-08-16,5.0,2016-08-16,Outside
2016-08-23,1.0,2016-08-23,N/A
2016-08-23,2.0,2016-08-24,Outside
2016-08-23,3.0,2016-08-25,Upside
2016-08-23,4.0,2016-08-23,Outside
2016-08-23,5.0,2016-08-23,Outside
2016-08-30,1.0,2016-08-30,N/A
2016-08-30,2.0,2016-08-31,Downside
2016-08-30,3.0,2016-09-01,Downside
2016-08-30,4.0,2016-08-30,Downside
2016-08-30,5.0,2016-08-30,Undefined
2016-09-06,1.0,2016-09-06,N/A
2016-09-06,2.0,2016-09-07,Upside
2016-09-06,3.0,2016-09-08,Outside
2016-09-06,4.0,2016-09-06,Upside
2016-09-06,5.0,2016-09-06,Upside
2016-09-13,1.0,2016-09-13,N/A
2016-09-13,2.0,2016-09-14,Downside
2016-09-13,3.0,2016-09-15,Outside
2016-09-13,4.0,2016-09-13,Downside
2016-09-13,5.0,2016-09-13,Outside
2016-09-20,1.0,2016-09-20,N/A
2016-09-20,2.0,2016-09-21,Upside
2016-09-20,3.0,2016-09-22,Outside
2016-09-20,4.0,2016-09-20,Upside
2016-09-20,5.0,2016-09-20,Upside
2016-09-27,1.0,2016-09-27,N/A
2016-09-27,2.0,2016-09-28,Outside
2016-09-27,3.0,2016-09-29,Upside
2016-09-27,4.0,2016-09-27,Upside
2016-09-27,5.0,2016-09-27,Upside
2016-10-04,1.0,2016-10-04,N/A
2016-10-04,2.0,2016-10-05,Outside
2016-10-04,3.0,2016-10-06,Upside
2016-10-04,4.0,2016-10-04,Upside
2016-10-04,5.0,2016-10-04,Outside
2016-10-11,1.0,2016-10-11,N/A
2016-10-11,2.0,2016-10-12,Downside
2016-10-11,3.0,2016-10-13,Upside
2016-10-11,4.0,2016-10-11,Downside
2016-10-11,5.0,2016-10-11,Outside
2016-10-18,1.0,2016-10-18,N/A
2016-10-18,2.0,2016-10-19,Outside
2016-10-18,3.0,2016-10-20,Downside
2016-10-18,4.0,2016-10-18,Outside
2016-10-18,5.0,2016-10-18,Downside
2016-10-25,1.0,2016-10-25,N/A
2016-10-25,2.0,2016-10-26,Upside
2016-10-25,3.0,2016-10-27,Upside
2016-10-25,4.0,2016-10-25,Downside
2016-10-25,5.0,2016-10-25,Undefined
2016-11-01,1.0,2016-11-01,N/A
2016-11-01,2.0,2016-11-02,Downside
2016-11-01,3.0,2016-11-03,Downside
2016-11-01,4.0,2016-11-01,Downside
2016-11-01,5.0,2016-11-01,Downside
2016-11-08,1.0,2016-11-08,N/A
2016-11-08,2.0,2016-11-09,Upside
2016-11-08,3.0,2016-11-10,Downside
2016-11-08,4.0,2016-11-08,Downside
2016-11-08,5.0,2016-11-08,Outside
2016-11-15,1.0,2016-11-15,N/A
2016-11-15,2.0,2016-11-16,Undefined
2016-11-15,3.0,2016-11-17,Outside
2016-11-15,4.0,2016-11-15,Upside
2016-11-15,5.0,2016-11-15,Outside
2016-11-22,1.0,2016-11-22,N/A
2016-11-22,2.0,2016-11-23,Upside
2016-11-22,3.0,2016-11-24,Downside
2016-11-22,4.0,2016-11-22,Downside
2016-11-22,5.0,2016-11-22,Undefined
2016-11-29,1.0,2016-11-29,N/A
2016-11-29,2.0,2016-11-30,Upside
2016-11-29,3.0,2016-12-01,Upside
2016-11-29,4.0,2016-11-29,Upside
2016-11-29,5.0,2016-11-29,Undefined
2016-12-06,1.0,2016-12-06,N/A
2016-12-06,2.0,2016-12-07,Downside
2016-12-06,3.0,2016-12-08,Upside
2016-12-06,4.0,2016-12-06,Outside
2016-12-06,5.0,2016-12-06,Upside
2016-12-13,1.0,2016-12-13,N/A
2016-12-13,2.0,2016-12-14,Outside
2016-12-13,3.0,2016-12-15,Upside
2016-12-13,4.0,2016-12-13,Outside
2016-12-13,5.0,2016-12-13,Undefined
2016-12-20,1.0,2016-12-20,N/A
2016-12-20,2.0,2016-12-21,Downside
2016-12-20,3.0,2016-12-22,Upside
2016-12-20,4.0,2016-12-20,Downside
2016-12-20,5.0,2016-12-20,Downside
2016-12-27,1.0,2016-12-27,N/A
2016-12-27,2.0,2016-12-28,Upside
2016-12-27,3.0,2016-12-29,Outside
2016-12-27,4.0,2016-12-27,Upside
2016-12-27,5.0,2016-12-27,Outside
2017-01-03,1.0,2017-01-03,N/A
2017-01-03,2.0,2017-01-04,Outside
2017-01-03,3.0,2017-01-05,Outside
2017-01-03,4.0,2017-01-03,Downside
2017-01-03,5.0,2017-01-03,Undefined
2017-01-10,1.0,2017-01-10,N/A
2017-01-10,2.0,2017-01-11,Outside
2017-01-10,3.0,2017-01-12,Inside
2017-01-10,4.0,2017-01-10,Outside
2017-01-10,5.0,2017-01-10,Undefined
2017-01-17,1.0,2017-01-17,N/A
2017-01-17,2.0,2017-01-18,Downside
2017-01-17,3.0,2017-01-19,Outside
2017-01-17,4.0,2017-01-17,Downside
2017-01-17,5.0,2017-01-17,Downside
2017-01-24,1.0,2017-01-24,N/A
2017-01-24,2.0,2017-01-25,Upside
2017-01-24,3.0,2017-01-26,Upside
2017-01-24,4.0,2017-01-24,Outside
2017-01-24,5.0,2017-01-24,Undefined
2017-01-31,1.0,2017-01-31,N/A
2017-01-31,2.0,2017-02-01,Upside
2017-01-31,3.0,2017-02-02,Downside
2017-01-31,4.0,2017-01-31,Upside
2017-01-31,5.0,2017-01-31,Outside
2017-02-07,1.0,2017-02-07,N/A
2017-02-07,2.0,2017-02-08,Outside
2017-02-07,3.0,2017-02-09,Upside
2017-02-07,4.0,2017-02-07,Outside
2017-02-07,5.0,2017-02-07,Upside
2017-02-14,1.0,2017-02-14,N/A
2017-02-14,2.0,2017-02-15,Upside
2017-02-14,3.0,2017-02-16,Downside
2017-02-14,4.0,2017-02-14,Outside
2017-02-14,5.0,2017-02-14,Downside
2017-02-21,1.0,2017-02-21,N/A
2017-02-21,2.0,2017-02-22,Outside
2017-02-21,3.0,2017-02-23,Downside
2017-02-21,4.0,2017-02-21,Downside
2017-02-21,5.0,2017-02-21,Downside
2017-02-28,1.0,2017-02-28,N/A
2017-02-28,2.0,2017-03-01,Outside
2017-02-28,3.0,2017-03-02,Downside
2017-02-28,4.0,2017-02-28,Outside
2017-02-28,5.0,2017-02-28,Outside
2017-03-07,1.0,2017-03-07,N/A
2017-03-07,2.0,2017-03-08,Outside
2017-03-07,3.0,2017-03-09,Downside
2017-03-07,4.0,2017-03-07,Undefined
2017-03-07,5.0,2017-03-07,Downside
2017-03-14,1.0,2017-03-14,N/A
2017-03-14,2.0,2017-03-15,Outside
2017-03-14,3.0,2017-03-16,Downside
2017-03-14,4.0,2017-03-14,Upside
2017-03-14,5.0,2017-03-14,Undefined
2017-03-21,1.0,2017-03-21,N/A
2017-03-21,2.0,2017-03-22,Outside
2017-03-21,3.0,2017-03-23,Downside
2017-03-21,4.0,2017-03-21,Downside
2017-03-21,5.0,2017-03-21,Undefined
2017-03-28,1.0,2017-03-28,N/A
2017-03-28,2.0,2017-03-29,Upside
2017-03-28,3.0,2017-03-30,Upside
2017-03-28,4.0,2017-03-28,Upside
2017-03-28,5.0,2017-03-28,Outside
2017-04-04,1.0,2017-04-04,N/A
2017-04-04,2.0,2017-04-05,Outside
2017-04-04,3.0,2017-04-06,Upside
2017-04-04,4.0,2017-04-04,Upside
2017-04-04,5.0,2017-04-04,Undefined
2017-04-11,1.0,2017-04-11,N/A
2017-04-11,2.0,2017-04-12,Downside
2017-04-11,3.0,2017-04-13,Outside
2017-04-11,4.0,2017-04-11,Upside
2017-04-11,5.0,2017-04-11,Undefined
2017-04-18,1.0,2017-04-18,N/A
2017-04-18,2.0,2017-04-19,Outside
2017-04-18,3.0,2017-04-20,Downside
2017-04-18,4.0,2017-04-18,Outside
2017-04-18,5.0,2017-04-18,Outside
2017-04-25,1.0,2017-04-25,N/A
2017-04-25,2.0,2017-04-26,Outside
2017-04-25,3.0,2017-04-27,Outside
2017-04-25,4.0,2017-04-25,Outside
2017-04-25,5.0,2017-04-25,Outside
2017-05-02,1.0,2017-05-02,N/A
2017-05-02,2.0,2017-05-03,Downside
2017-05-02,3.0,2017-05-04,Downside
2017-05-02,4.0,2017-05-02,Downside
2017-05-02,5.0,2017-05-02,Undefined
2017-05-09,1.0,2017-05-09,N/A
2017-05-09,2.0,2017-05-10,Upside
2017-05-09,3.0,2017-05-11,Outside
2017-05-09,4.0,2017-05-09,Upside
2017-05-09,5.0,2017-05-09,Upside
2017-05-16,1.0,2017-05-16,N/A
2017-05-16,2.0,2017-05-17,Outside
2017-05-16,3.0,2017-05-18,Upside
2017-05-16,4.0,2017-05-16,Outside
2017-05-16,5.0,2017-05-16,Outside
2017-05-23,1.0,2017-05-23,N/A
2017-05-23,2.0,2017-05-24,Outside
2017-05-23,3.0,2017-05-25,Downside
2017-05-23,4.0,2017-05-23,Outside
2017-05-23,5.0,2017-05-23,Downside
2017-05-30,1.0,2017-05-30,N/A
2017-05-30,2.0,2017-05-31,Downside
2017-05-30,3.0,2017-06-01,Outside
2017-05-30,4.0,2017-05-30,Downside
2017-05-30,5.0,2017-05-30,Outside
2017-06-06,1.0,2017-06-06,N/A
2017-06-06,2.0,2017-06-07,Downside
2017-06-06,3.0,2017-06-08,Inside
2017-06-06,4.0,2017-06-06,Outside
2017-06-06,5.0,2017-06-06,Outside
2017-06-13,1.0,2017-06-13,N/A
2017-06-13,2.0,2017-06-14,Downside
2017-06-13,3.0,2017-06-15,Outside
2017-06-13,4.0,2017-06-13,Downside
2017-06-13,5.0,2017-06-13,Undefined
2017-06-20,1.0,2017-06-20,N/A
2017-06-20,2.0,2017-06-21,Outside
2017-06-20,3.0,2017-06-22,Upside
2017-06-20,4.0,2017-06-20,Downside
2017-06-20,5.0,2017-06-20,Undefined
2017-06-27,1.0,2017-06-27,N/A
2017-06-27,2.0,2017-06-28,Upside
2017-06-27,3.0,2017-06-29,Outside
2017-06-27,4.0,2017-06-27,Upside
2017-06-27,5.0,2017-06-27,Outside
2017-07-04,1.0,2017-07-04,N/A
2017-07-04,2.0,2017-07-05,Downside
2017-07-04,3.0,2017-07-06,Outside
2017-07-04,4.0,2017-07-04,Undefined
2017-07-04,5.0,2017-07-04,Downside
2017-07-11,1.0,2017-07-11,N/A
2017-07-11,2.0,2017-07-12,Outside
2017-07-11,3.0,2017-07-13,Upside
2017-07-11,4.0,2017-07-11,Upside
2017-07-11,5.0,2017-07-11,Undefined
2017-07-18,1.0,2017-07-18,N/A
2017-07-18,2.0,2017-07-19,Upside
2017-07-18,3.0,2017-07-20,Undefined
2017-07-18,4.0,2017-07-18,Outside
2017-07-18,5.0,2017-07-18,Undefined
2017-07-25,1.0,2017-07-25,N/A
2017-07-25,2.0,2017-07-26,Outside
2017-07-25,3.0,2017-07-27,Upside
2017-07-25,4.0,2017-07-25,Upside
2017-07-25,5.0,2017-07-25,Undefined
2017-08-01,1.0,2017-08-01,N/A
2017-08-01,2.0,2017-08-02,Outside
2017-08-01,3.0,2017-08-03,Downside
2017-08-01,4.0,2017-08-01,Downside
2017-08-01,5.0,2017-08-01,Undefined
2017-08-08,1.0,2017-08-08,N/A
2017-08-08,2.0,2017-08-09,Outside
2017-08-08,3.0,2017-08-10,Downside
2017-08-08,4.0,2017-08-08,Outside
2017-08-08,5.0,2017-08-08,Undefined
2017-08-15,1.0,2017-08-15,N/A
2017-08-15,2.0,2017-08-16,Outside
2017-08-15,3.0,2017-08-17,Upside
2017-08-15,4.0,2017-08-15,Outside
2017-08-15,5.0,2017-08-15,Undefined
2017-08-22,1.0,2017-08-22,N/A
2017-08-22,2.0,2017-08-23,Upside
2017-08-22,3.0,2017-08-24,Downside
2017-08-22,4.0,2017-08-22,Downside
2017-08-22,5.0,2017-08-22,Undefined
2017-08-29,1.0,2017-08-29,N/A
2017-08-29,2.0,2017-08-30,Outside
2017-08-29,3.0,2017-08-31,Upside
2017-08-29,4.0,2017-08-29,Outside
2017-08-29,5.0,2017-08-29,Upside
2017-09-05,1.0,2017-09-05,N/A
2017-09-05,2.0,2017-09-06,Outside
2017-09-05,3.0,2017-09-07,Inside
2017-09-05,4.0,2017-09-05,Outside
2017-09-05,5.0,2017-09-05,Downside
